,MSW__8,MSW__2,MSW__3,DDE_MW,MSW__6,Cougar__21,formula_H,MSW__9,Hopp_woods,Calculate_mw,DDE_IT,DDE_CF,DDE_WI,Ez__9,Ez__12,Z5__61,Length,MSW__17,MSW__22,Cougar__25,Cougar__24,Z3__6,MSW__11,DDE_ME,MSW__20,Ez__1,MSW__18,Boman_Index,QSO3_G2,QSO3_SC_L,DDE_PM,DDE_MP,Ez__14,DDE_NW,Aliphatic_Index,QSO3_SC_S,DDE_TM,DDE_EW,MSW__4,Cougar__23,DDE_AC,CTDD_polarizability.3.residue100,Z5__6,Ez__11,CTDD_normwaalsvolume.3.residue100,QSO3_SC2,QSO3_SC3,DDE_QC,OVPC_Aliphatic,MSW__19,MSW__5,DDE_CN,MSW__13,DDE_YL,DDE_PF,DDE_MH,DDE_MY,DDE_WD,DDE_HC,QSO3_G3,DDE_HI,DDE_YW,DDE_FA,DDE_MF,DDE_HR,DDE_HN,QSO3_SC1,DDE_CM,Cougar__6,MSW__10,DDE_WK,DDE_IH,QSO3_G1,DDE_WC,DDE_RQ,DDE_WL,DDE_FW,DDE_AH,DDE_CA,DDE_VW,DDE_WW,DDE_WS,DDE_CY,DDE_CW,DDE_WH,DDE_CK,DDE_MN,DDE_VY,DDE_TH,Ez__8,DDE_QW,DDE_CC,DDE_MC,DDE_HH,DDE_CQ,DDE_PW,DDE_AR,DDE_SM,DDE_YQ,DDE_WE,DDE_CR,DDE_WA,CTDD_hydrophobicity_PRAM900101.1.residue100,DDE_NA,DDE_WV,MSW__7,DDE_MK,DDE_CV,CTDD_hydrophobicity_PRAM900101.1.residue75,DDE_FI,DDE_WF,DDE_NM,Ez__10,DDE_LM,DDE_EL,DDE_DQ,DDE_TI,DDE_QG,DDE_HG,DDE_YG,DDE_CI,DDE_TQ,DDE_DH,DDE_YI,MSW__21,DDE_IM,DDE_DC,DDE_YE,MSW__14,Z5__31,DDE_AM,Ez__7,DDE_EQ,DDE_TP,DDE_YA,Ez__15,Z5__64,ABHPRK__56,DDE_NP,Cougar__22,DDE_ID,DDE_PY,DDE_DA,DDE_HA,DDE_PC,DDE_QI,MSW__12,DDE_MM,DDE_FQ,DDE_EH,y,MotifBitVec_FATP,MotifBitVec_AEEA,MotifBitVec_ALQP,MotifBitVec_AVI,MotifBitVec_LMK,MotifBitVec_SLADTN,MotifBitVec_VFGI,MotifBitVec_RLAE,MotifBitVec_LLD,MotifBitVec_IPRHL,MotifBitVec_ALAG
EpitopeID911661negative,1.6506640751538701,-0.7942884227989095,0.03200540050675998,0.0,0.6002643374536352,0.10198751463499034,-0.9285714285714286,0.8016139306868403,-0.02061018226054709,-0.2079110012360944,0.0,0.0,0.0,-0.30598700573574955,0.048763681009062934,-0.021127931509734323,0.0,-0.33383854041082556,0.04647179435887188,0.05901852231563117,-0.03409473180485089,-1.967992282427708,0.10698452020766096,0.0,0.25584127786784105,-0.6815701229535142,-1.2178474561115902,-0.05927505330490397,-0.3467532467532467,-0.1313868613138686,0.0,0.0,-0.14604970841432938,0.0,-0.9048569527611444,1.0236432878451285,0.0,0.0,-0.3378539129639089,0.03770121336439193,0.0,-0.9756097560975612,-1.6943810585486165,-0.004635126518143641,-0.9756097560975612,-0.3467532467532467,-0.14961832061068706,0.0,-1.2499999999999998,-0.05704048955261738,-0.5722393467677538,0.0,-0.591139345421215,0.0,0.0,0.0,3833.8582495963155,0.0,0.0,-0.14961832061068706,0.0,0.0,0.0,0.0,0.0,0.0,-0.11823361823361829,0.0,0.45140497189214646,0.13772054251978774,0.0,0.0,-0.11823361823361829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39621498017514856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43243243243243257,0.0,0.0,0.4917217430653699,0.0,0.0,0.8648648648648649,0.0,0.0,0.0,-0.6302674207693472,0.0,638.9763749327275,0.0,0.0,0.0,0.0,958.4645623990926,0.0,0.0,0.0,0.0,0.3430094776101995,0.0,0.0,0.0,-0.8530042176588535,-0.5115173316646002,0.0,0.06882231859982628,0.0,0.0,0.0,-0.5600938550570328,0.036511607984237186,-1.0666666666666667,0.0,0.10830173902208919,0.0,0.0,0.0,0.0,0.0,0.0,-0.6882599117263672,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID594139negative,-0.4247489471979264,0.9017486838318697,1.1376666851615531,1.0647126674969258,-0.7810001012434531,0.6071698417288014,-0.5,-0.6740287334264472,0.44485110571508946,-1.2268974042027205,1.0647126674969192,1.0647126674969134,1.0647126674969112,-1.217358002131872,-0.6691877916653968,-0.8113617132912349,-1.0,-0.30010612629192784,0.5708141628325668,0.7084700293896522,1.1476061196158418,0.45208493179715475,0.36472780067821436,1.0647126674968925,-0.49035501286494027,0.06233151423499245,-0.24872209472146883,-0.8840085287846481,-0.4402597402597402,0.5593805484316432,1.0647126674969134,1.0647126674969134,-1.4091419050263814,1.0647126674968925,0.9115103127079175,0.0,1.0647126674969134,1.0647126674968925,1.0919735246795435,1.1179037884318976,1.0647126674969298,0.2134146341463413,0.5315574475725902,-0.6104572102242677,0.2134146341463413,-0.4402597402597402,-0.6778625954198474,1.0647126674969134,0.9374999999999999,0.5107750192882881,0.8374582499763886,1.0647126674969134,-0.10908021263490807,1.0647126674969192,1.0647126674969298,1.0647126674968925,1.0647126674968925,1.0647126674968925,1.0647126674969134,-0.6778625954198474,1.0647126674969118,1.0647126674968925,1.0647126674969298,1.0647126674968925,1.0647126674969192,1.0647126674969134,0.08262108262108263,1.0647126674968925,0.8733415104184203,-0.7521513727450339,1.0647126674968925,1.0647126674969118,0.08262108262108263,1.0647126674968925,1.0647126674969192,1.0647126674969118,1.0647126674968925,1.0647126674969298,1.0647126674969298,1.0647126674969134,1.0647126674969258,1.0647126674969118,1.0647126674969134,1.0647126674968925,1.0647126674968925,1.0647126674969134,1.0647126674968925,1.0647126674969298,1.0647126674969298,-0.8955634756542435,1.0647126674968925,1.0647126674969134,1.0647126674968925,1.0647126674969134,1.0647126674969134,1.0647126674969134,1.0647126674969076,1.0647126674969118,1.0647126674969134,1.0647126674968925,1.0647126674969192,1.0647126674969134,0.4054054054054056,1.0647126674969298,1.0647126674969134,-0.6882466775114459,1.0647126674968925,1.0647126674969298,0.8378378378378379,1.0647126674969118,1.0647126674968925,1.0647126674968925,-1.0065162801951997,1.0647126674969118,1.0647126674969192,1.0647126674969134,1.0647126674969192,1.0647126674969298,1.0647126674969298,1.0647126674969298,1.0647126674969118,1.0647126674969298,1.0647126674969134,1.0647126674969118,0.2611029584567437,1.0647126674969112,1.0647126674969134,1.0647126674969134,0.5977044873124526,0.14776592559035912,1.0647126674969134,-0.5346749625076821,1.0647126674969134,1.064712667496912,1.0647126674969298,-0.7720071377165224,-0.31356806305148627,0.5999999999999998,1.0647126674969298,0.1485148766614029,1.0647126674969118,1.0647126674969298,1.0647126674969298,1.0647126674969298,1.0647126674969298,1.0647126674969118,0.33964113381415884,1.0647126674969258,1.0647126674969134,1.0647126674969134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID778146negative,-0.5312601230968573,-0.15471817355926823,-0.384406961475152,0.0,-0.03979677677659251,-0.10166424132684258,-0.5714285714285714,-0.38076142393080553,-0.333907558278284,-0.5295426452410388,0.0,0.0,0.0,-0.093162783615045,0.09224908968165953,0.44397477063372676,0.0,0.590403361923461,-0.404505901180235,-0.31429840749094384,0.402967890495075,-0.46246716265678034,0.2224636356867762,0.0,0.04720615137498737,-0.44010125583536064,0.5263032398438193,-0.060980810234541445,-0.16753246753246762,1.112053659498915,0.0,0.0,-0.4331991113579561,0.0,0.1330671989354621,2.016026658203745,0.0,0.0,0.046198366643536326,0.08072871397281249,0.0,0.24390243902439,-0.021252771314494413,-0.17037661329787507,0.24390243902439,-0.16753246753246762,0.2702290076335877,0.0,0.0,0.3543760634981029,0.5683326607536903,0.0,0.3692865744555331,0.0,0.0,0.0,0.0,0.0,0.0,0.2702290076335877,0.0,0.0,0.0,0.0,0.0,0.0,-0.5669515669515671,0.0,0.30620350422459336,0.028045306680849074,0.0,0.0,-0.5669515669515671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07828543590197844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4324324324324323,0.0,0.0,-0.6211630045096707,0.0,0.0,0.0,0.0,0.0,0.0,-0.3332729952677717,0.0,0.0,0.0,0.0,958.4645623990926,0.0,0.0,0.0,0.0,0.0,0.0,-0.8745665289486003,0.0,0.0,0.0,0.5305261702274774,-0.32669295177693247,0.0,0.2276771074512576,0.0,0.0,0.0,-0.36453619630692197,-0.19890345241154805,-0.4000000000000002,0.0,-0.0012059237108632372,0.0,0.0,0.0,0.0,0.0,0.0,0.04843615407484199,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID911215negative,-0.9020408163265302,0.8303116482995623,0.6305184116591764,0.0,-1.1747865143719682,0.10376030374418761,0.21428571428571427,-1.0179949908402806,-0.1088116203373621,-0.3658343634116195,638.9763749327275,0.0,0.0,0.24434038881275058,0.311680407430856,-0.4888319039894766,0.0,1.1417105852364708,-1.3386677335467085,0.039453899255006496,-0.47538602949886066,1.2054537959378062,0.7417101549332957,0.0,0.8406978300638043,0.032447892695114756,1.2459464695538127,-0.14157782515991457,-0.4012987012987012,-0.07101992503452352,0.0,0.0,0.1275201332963064,0.0,0.38589487691284075,0.0,0.0,0.0,1.0301621918393182,-0.7818934047213432,0.0,-1.4634146341463414,1.0128110169259044,-0.012702233778045843,-1.4634146341463414,-0.4012987012987012,-0.6396946564885497,0.0,0.6249999999999999,1.060242873902152,0.9791357208479661,0.0,1.246400694265,0.0,0.0,0.0,0.0,0.0,0.0,-0.6396946564885497,0.0,0.0,0.0,0.0,0.0,0.0,-0.47293447293447316,0.0,0.31345768674049895,-0.9919801481939501,0.0,0.0,-0.47293447293447316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22448584755027315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6486486486486486,0.0,0.0,-1.0213223044627533,0.0,0.0,-0.6486486486486486,0.0,0.0,0.0,0.47553907136022916,0.0,0.0,0.0,638.9763749327275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4646971129437631,0.0,0.0,0.0,0.531701583350619,1.1804458742998425,0.0,0.31846706010500947,0.0,479.2322811995439,0.0,0.7230257082671979,-0.07506210914075219,0.26666666666666633,0.0,0.09872999768605045,0.0,0.0,0.0,0.0,0.0,0.0,0.9700266040569279,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID117360negative,0.03573559749714429,-0.7928822530315599,-0.17700822827751256,-9.580237131433819,0.6190233030874,-0.744070873643745,7.285714285714286,0.6138990333825282,-0.3529916808250804,7.420420271940672,-9.5802371314337,-9.580237131433703,-9.58023713143367,0.49938581797878256,0.4810363462742536,0.3694563988980498,12.0,-0.09424408391030317,0.2858671734346868,-0.7329421413839271,-1.1726199782999067,-0.1642158632242213,-0.6052696465919606,-9.580237131433602,-0.49875374990485805,0.7729727698824937,-0.12501784400496355,0.8275357904355776,0.9311688311688309,-0.7677056618662458,-9.580237131433703,-9.580237131433703,0.5147412755716003,-9.580237131433602,-0.7565820739473434,0.8840050777530943,-9.580237131433703,-9.580237131433602,0.23323369503053992,-0.9638662243342596,-9.580237131433707,0.4878048780487803,-0.28520126075882807,0.3792635657546212,0.4878048780487803,0.9311688311688309,1.7374045801526714,-9.580237131433703,-1.0714285714285714,0.05324272241422411,-0.6292592852608082,-9.580237131433703,-0.42652751258573396,-9.5802371314337,-9.580237131433707,-9.580237131433602,-9.580237131433602,-9.580237131433602,-9.580237131433703,1.7374045801526714,-9.580237131433687,-9.580237131433602,-9.580237131433707,-9.580237131433602,-9.5802371314337,-9.580237131433703,1.9387464387464388,-9.580237131433602,-1.057698221679354,0.2199343483264039,-9.580237131433602,798.6680491986193,1.9387464387464388,-9.580237131433602,-9.5802371314337,-9.580237131433687,-9.580237131433602,-9.580237131433707,-9.580237131433707,-9.580237131433703,-9.580237131433819,-9.580237131433687,-9.580237131433703,-9.580237131433602,-9.580237131433602,-9.580237131433703,-9.580237131433602,596.6059776161087,-9.580237131433707,0.20472393224353003,-9.580237131433602,-9.580237131433703,-9.580237131433602,-9.580237131433703,-9.580237131433703,-9.580237131433703,-9.58023713143364,-9.580237131433687,-9.580237131433703,-9.580237131433602,-9.5802371314337,-9.580237131433703,0.5559845559845562,-9.580237131433707,-9.580237131433703,0.42934599157329667,-9.580237131433602,-9.580237131433707,0.24710424710424708,798.6680491986193,-9.580237131433602,-9.580237131433602,0.6570204172279447,-9.580237131433687,-9.5802371314337,-9.580237131433703,-9.5802371314337,-9.580237131433707,-9.580237131433707,-9.580237131433707,-9.580237131433687,-9.580237131433707,-9.580237131433703,-9.580237131433687,0.41036071096043875,-9.58023713143367,-9.580237131433703,-9.580237131433703,0.05531355873608508,-1.4154455095843401,-9.580237131433703,0.5491585673257298,-9.580237131433703,-9.580237131433668,596.6059776161087,0.4574463622563178,-0.22972671978069048,-0.9714285714285721,-9.580237131433707,-0.6898132820704509,-9.580237131433687,-9.580237131433707,-9.580237131433707,-9.580237131433707,-9.580237131433707,-9.580237131433687,-0.9956442526851793,-9.580237131433819,-9.580237131433703,-9.580237131433703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID911312negative,-0.7621639131843212,0.5263261839870448,0.392877619338253,0.0,-0.6534333495936457,0.6632525466068155,-0.2857142857142857,-0.5240922381764441,-0.5285495525937803,-0.2520148331273179,0.0,0.0,0.0,-1.1174737322978534,-1.2207657517428094,0.41205747920646446,0.0,1.2049762897132947,-1.2512377475495085,1.113628596814982,0.865203568670372,-0.9673532515223819,1.2427897469219786,0.0,0.6670434433422073,-1.070188704056808,1.158765759589877,-0.5876332622601278,-0.6181818181818182,0.7070428092325903,0.0,0.0,-1.3503193557345183,0.0,0.2661343978709246,3.558711520152333,0.0,0.0,0.09477203925545792,0.5896047004832599,0.0,-0.7317073170731709,-0.7903676714474178,-1.0318566704398846,-0.7317073170731709,-0.6181818181818182,-0.16183206106870227,0.0,0.0,0.9031040933447476,0.518387182635425,0.0,0.48816970488862,0.0,0.0,0.0,0.0,0.0,0.0,-0.16183206106870227,0.0,0.0,0.0,0.0,0.0,0.0,-1.270655270655271,0.0,0.6283161376106642,-0.14928078742591844,0.0,0.0,-1.270655270655271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.139827555261336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.929124798183,-1.2972972972972971,0.0,0.0,-1.340615056314888,0.0,0.0,-0.8648648648648649,0.0,0.0,0.0,-1.1874789894235989,1277.9527498654513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3735627956707597,0.0,0.0,0.0,0.34176865104058624,-0.1541441278884509,0.0,-1.0786562294405497,0.0,0.0,0.0,-1.3159228259047846,-1.1387818041634539,0.9333333333333332,0.0,0.5939775012904721,0.0,0.0,0.0,0.0,0.0,0.0,0.9898538682603686,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID114111negative,0.3623258827340457,-0.04098972398409201,-0.3193666117985041,-8.920243462321512,0.06283118114294654,-0.9903065882341786,5.928571428571429,0.462202163653498,-0.7343623818648464,6.0093943139678645,-8.920243462321414,-8.920243462321436,-8.92024346232138,0.3115851091464452,0.1923738896822489,0.42386074335733837,11.0,-0.008121989379773736,0.09440835535528176,-0.7566927670699201,-0.6697246351243297,0.17837989950628563,0.08905212500253853,-8.920243462321316,-0.28987945625176603,0.5626602669472015,-0.231379094512831,1.0608742004264395,1.1688311688311686,-0.1102781613730519,-8.920243462321436,-8.920243462321436,0.22156100429619216,-8.920243462321316,-0.6633399866932801,1.5863218026023485,-8.920243462321436,-8.920243462321316,-0.3347925470429897,-0.6581704118331031,-8.920243462321423,0.3780487804878047,0.25146377776613965,0.7483858370859553,0.3780487804878047,1.1688311688311686,1.1572519083969466,-8.920243462321436,-1.0312499999999998,0.15490189861416492,-0.10995067272274521,-8.920243462321436,0.013568937058398508,-8.920243462321414,-8.920243462321423,-8.920243462321316,-8.920243462321316,-8.920243462321316,-8.920243462321436,1.1572519083969466,-8.920243462321395,-8.920243462321316,-8.920243462321423,-8.920243462321316,-8.920243462321414,-8.920243462321436,1.4415954415954417,-8.920243462321316,-1.4612218921466325,-0.5405756015910315,-8.920243462321316,-8.920243462321395,1.4415954415954417,-8.920243462321316,405.70237897995867,-8.920243462321395,-8.920243462321316,-8.920243462321423,-8.920243462321423,-8.920243462321436,-8.920243462321512,-8.920243462321395,-8.920243462321436,-8.920243462321316,-8.920243462321316,-8.920243462321436,-8.920243462321316,-8.920243462321423,-8.920243462321423,0.38184316080830594,-8.920243462321316,-8.920243462321436,-8.920243462321316,-8.920243462321436,-8.920243462321436,-8.920243462321436,-8.920243462321363,-8.920243462321395,-8.920243462321436,-8.920243462321316,-8.920243462321414,-8.920243462321436,0.5513513513513516,-8.920243462321423,-8.920243462321436,0.0,-8.920243462321316,-8.920243462321423,-0.18378378378378377,-8.920243462321395,-8.920243462321316,-8.920243462321316,0.3106200151830276,-8.920243462321395,-8.920243462321414,-8.920243462321436,-8.920243462321414,-8.920243462321423,-8.920243462321423,-8.920243462321423,-8.920243462321395,-8.920243462321423,1234.9476238645186,-8.920243462321395,0.18802283381083182,-8.92024346232138,-8.920243462321436,-8.920243462321436,-0.2276844361474105,-1.5284377315463558,1234.9476238645186,0.448593054061771,-8.920243462321436,302.04672336938745,613.0136902010993,0.2624729295857036,-0.05657802571041274,-1.2,-8.920243462321423,-1.314576289605308,-8.920243462321395,-8.920243462321423,-8.920243462321423,-8.920243462321423,-8.920243462321423,-8.920243462321395,-1.0241643152574724,-8.920243462321512,-8.920243462321436,-8.920243462321436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID133344negative,-0.8537738905085841,-0.2606153967689696,0.09925280659897541,0.0,-0.10099844453239314,-0.7017950674750079,0.21428571428571427,0.14111507218966765,1.7844370620291359,0.029962917181705555,0.0,0.0,0.0,-0.32670169026952944,0.12414958253028262,-0.12084083107631244,0.0,-0.5820215172287092,-0.657431486297259,-0.5475702275989336,-0.44369583860437156,0.937086997021024,-0.0886822209136257,0.0,-0.12734060115710052,0.8487408771122357,-1.2344117910047376,0.6102345415778253,0.935064935064935,0.2372262773722627,0.0,0.0,-0.29498056095529007,0.0,0.13306719893546246,0.8083148206918438,0.0,0.0,-0.28917348502756557,-0.5010464833292768,0.0,0.24390243902439,0.711730921261001,0.4200496285275057,0.24390243902439,0.935064935064935,0.1572519083969464,0.0,0.0,-0.41038079837661295,-0.6022907776451697,0.0,-1.0360930042075176,638.9763749327275,0.0,0.0,0.0,0.0,0.0,0.1572519083969464,0.0,0.0,0.0,0.0,0.0,0.0,0.11965811965811955,0.0,-1.2040886828020336,1.2057193794131484,0.0,0.0,0.11965811965811955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.225742237306151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43243243243243257,0.0,0.0,0.4363377319798385,0.0,0.0,0.6486486486486489,0.0,0.0,0.0,-0.1746075870807581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2477149146333353,0.0,0.0,0.0,0.8828735393763398,-0.8043838803426024,0.0,0.4017037758580681,0.0,0.0,0.0,-0.24290582617754244,-0.014152317313458446,-0.4000000000000002,0.0,-0.8496466777024262,0.0,0.0,0.0,0.0,0.0,0.0,0.7582384912679226,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID230173negative,-0.20017411726595366,0.3971686079337534,0.5440004901144836,-7.545939292305128,-0.5156410091211145,-0.6151161082064965,6.357142857142857,-0.4157563000273009,-0.39383576611278803,5.030012360939434,-7.545939292305017,-7.545939292305042,-7.545939292305007,0.030365463682046585,0.13668694534468645,-0.07590240802255432,9.0,0.11646779203569381,1.0102608757045528,0.1250585840241367,-0.23520721693933913,1.4563342289492824,-0.0945269085764957,-7.545939292304951,-0.04267420786599204,0.8234762311789068,-0.24865363551011915,0.666311300639659,0.4441558441558442,1.0720063128822253,-7.545939292305042,-7.545939292305042,0.29701194112746426,-7.545939292304951,0.5256154357950765,0.0,-7.545939292305042,-7.545939292304951,0.6232749483380485,-0.11576417619858827,-7.54593929230503,0.4878048780487803,1.514670197988443,0.2637667261484011,0.4878048780487803,0.4441558441558442,0.7221374045801527,-7.545939292305042,0.31250000000000006,-0.02610101778750166,0.28898743850189357,-7.545939292305042,-0.4808613956481677,-7.545939292305017,-7.54593929230503,-7.545939292304951,-7.545939292304951,-7.545939292304951,-7.545939292305042,0.7221374045801527,-7.545939292305014,-7.545939292304951,-7.54593929230503,-7.545939292304951,-7.545939292305017,-7.545939292305042,2.0754985754985755,-7.545939292304951,-1.4353746591712397,-0.3002830816333342,-7.545939292304951,-7.545939292305014,2.0754985754985755,-7.545939292304951,-7.545939292305017,-7.545939292305014,-7.545939292304951,-7.54593929230503,-7.54593929230503,-7.545939292305042,-7.545939292305128,-7.545939292305014,-7.545939292305042,-7.545939292304951,-7.545939292304951,-7.545939292305042,-7.545939292304951,-7.54593929230503,-7.54593929230503,0.10242606763992208,-7.545939292304951,-7.545939292305042,-7.545939292304951,-7.545939292305042,-7.545939292305042,-7.545939292305042,211.62114918859746,-7.545939292305014,-7.545939292305042,-7.545939292304951,-7.545939292305017,-7.545939292305042,0.6486486486486489,649.9553261504079,-7.545939292305042,-0.369924771494017,-7.545939292304951,-7.54593929230503,0.5405405405405405,-7.545939292305014,-7.545939292304951,-7.545939292304951,0.2125069727407397,-7.545939292305014,-7.545939292305017,-7.545939292305042,430.7882376695031,-7.54593929230503,-7.54593929230503,-7.54593929230503,-7.545939292305014,-7.54593929230503,-7.545939292305042,-7.545939292305014,0.6448470540114344,-7.545939292305007,-7.545939292305042,-7.545939292305042,0.1049989628707737,-1.3928571428571435,-7.545939292305042,0.07904896594412668,-7.545939292305042,-7.5459392923049995,-7.54593929230503,0.047738760701997444,-0.4405756874839371,-0.06666666666666675,-7.54593929230503,-0.3575418526464359,-7.545939292305014,-7.54593929230503,-7.54593929230503,-7.54593929230503,-7.54593929230503,-7.545939292305014,-0.6568704427716825,-7.545939292305128,-7.545939292305042,-7.545939292305042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EpitopeID236771negative,0.20901270561134508,0.04642730181301103,-0.2119976326545709,-1.945823516265743,0.12526226656480993,-0.24571141458142737,0.07142857142857142,0.9979148284580408,0.42233665997487213,0.31668726823238563,-1.9458235162657271,-1.9458235162657447,-1.9458235162657378,-0.24607316887467648,-0.5235164696787916,-0.29669261778692474,2.0,0.18982007738853865,-0.178605721144228,0.31252135875879966,0.40334930043258044,-0.43789781014055695,0.6948849676122404,-1.9458235162657278,-0.9990035248449511,0.11147406738832832,-0.8997496348842055,0.23806939329327403,0.5233766233766233,-0.7677056618662458,-1.9458235162657447,-1.9458235162657447,-0.3551773812829769,-1.9458235162657278,-0.5746083590394966,0.8232307204062204,-1.9458235162657447,-1.9458235162657278,-0.0875260216103276,0.5303372001838785,-1.9458235162657247,0.4878048780487803,-0.5073704099448333,0.3826498326317903,0.4878048780487803,0.5233766233766233,0.7083969465648854,-1.9458235162657447,-0.8522727272727272,-1.3480347083505073,0.3063099418719469,-1.9458235162657447,0.10454712155758941,-1.9458235162657271,-1.9458235162657247,-1.9458235162657278,-1.9458235162657278,-1.9458235162657278,-1.9458235162657447,0.7083969465648854,-1.9458235162657296,-1.9458235162657278,-1.9458235162657247,-1.9458235162657278,-1.9458235162657271,-1.9458235162657447,-0.0754985754985755,-1.9458235162657278,-0.2750319407424634,0.7211261160341872,-1.9458235162657278,-1.9458235162657296,-0.0754985754985755,-1.9458235162657278,-1.9458235162657271,-1.9458235162657296,-1.9458235162657278,-1.9458235162657247,-1.9458235162657247,-1.9458235162657447,-1.945823516265743,-1.9458235162657296,-1.9458235162657447,-1.9458235162657278,-1.9458235162657278,-1.9458235162657447,-1.9458235162657278,-1.9458235162657247,-1.9458235162657247,-0.42906215205501697,-1.9458235162657278,-1.9458235162657447,-1.9458235162657278,-1.9458235162657447,-1.9458235162657447,-1.9458235162657447,-1.945823516265723,-1.9458235162657296,-1.9458235162657447,-1.9458235162657278,-1.9458235162657271,-1.9458235162657447,0.6486486486486489,-1.9458235162657247,-1.9458235162657447,-1.0350897483531636,-1.9458235162657278,-1.9458235162657247,0.37346437346437344,-1.9458235162657296,-1.9458235162657278,-1.9458235162657278,-0.10050245952380069,-1.9458235162657296,-1.9458235162657271,-1.9458235162657447,-1.9458235162657271,-1.9458235162657247,-1.9458235162657247,-1.9458235162657247,-1.9458235162657296,-1.9458235162657247,-1.9458235162657447,-1.9458235162657296,0.07633396062925679,-1.9458235162657378,-1.9458235162657447,-1.9458235162657447,-0.20771969854110475,-0.06307780795163564,-1.9458235162657447,-0.3869466267782499,-1.9458235162657447,-1.9458235162657185,-1.9458235162657247,-0.18786128117410855,0.4866401096547588,-0.7636363636363638,-1.9458235162657247,0.3189014079493066,-1.9458235162657296,-1.9458235162657247,-1.9458235162657247,-1.9458235162657247,-1.9458235162657247,-1.9458235162657296,-0.15162025567337223,-1.945823516265743,-1.9458235162657447,-1.9458235162657447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
